,index_x,Reporter_Country Code_x,Reporter_Countries,Partner_Countries,Item,Element,Unit,index_y,Reporter_Country_Code_y,quantity_sum,reporter_codes,variable,value
221,2557839,230,Ukraine,France,Maize,Export Quantity,tonnes,53744637,5329,564273.0,FRA,quantity,4.0
222,2560379,230,Ukraine,India,Maize,Export Quantity,tonnes,20045003,1758,21486.0,IND,quantity,2343.0
223,2560791,230,Ukraine,Iran (Islamic Republic of),Maize,Export Quantity,tonnes,17517012,1615,6205078.0,IRN,quantity,1221416.0
224,2560943,230,Ukraine,Iraq,Maize,Export Quantity,tonnes,29287888,2699,772004.0,IRQ,quantity,110383.0
225,2561120,230,Ukraine,Ireland,Maize,Export Quantity,tonnes,26312271,2555,1750019.0,IRL,quantity,480506.0
226,2561415,230,Ukraine,Israel,Maize,Export Quantity,tonnes,17432290,1506,1906585.0,ISR,quantity,809205.0
227,2561806,230,Ukraine,Italy,Maize,Export Quantity,tonnes,42934054,4242,5872103.0,ITA,quantity,659939.0
228,2562771,230,Ukraine,Kenya,Maize,Export Quantity,tonnes,28770660,2447,362853.0,KEN,quantity,10000.0
229,2562843,230,Ukraine,Kuwait,Maize,Export Quantity,tonnes,27346402,2388,211591.0,KWT,quantity,21600.0
230,2563704,230,Ukraine,Liberia,Maize,Export Quantity,tonnes,8155554,727,1461.0,LBR,quantity,383.0
231,2564343,230,Ukraine,Madagascar,Maize,Export Quantity,tonnes,5702658,500,1133.0,MDG,quantity,975.0
232,2565539,230,Ukraine,Morocco,Maize,Export Quantity,tonnes,19068021,1737,2989047.0,MAR,quantity,269921.0
233,2565716,230,Ukraine,Nepal,Maize,Export Quantity,tonnes,10894076,958,544534.0,NPL,quantity,7935.0
234,2566320,230,Ukraine,New Zealand,Maize,Export Quantity,tonnes,14453760,1262,158649.0,NZL,quantity,399.0
235,2566772,230,Ukraine,Norway,Maize,Export Quantity,tonnes,24655694,2187,76178.0,NOR,quantity,2842.0
236,2566978,230,Ukraine,Pakistan,Maize,Export Quantity,tonnes,15892555,1363,25265.0,PAK,quantity,527.0
237,2567984,230,Ukraine,Poland,Maize,Export Quantity,tonnes,29426756,2941,393336.0,POL,quantity,1469.0
238,2568384,230,Ukraine,Portugal,Maize,Export Quantity,tonnes,30312498,3027,1886046.0,PRT,quantity,734053.0
239,2568533,230,Ukraine,Qatar,Maize,Export Quantity,tonnes,22225564,2293,81791.0,QAT,quantity,3025.0
240,2569373,230,Ukraine,Romania,Maize,Export Quantity,tonnes,32328412,3022,3678505.0,ROU,quantity,689.0
241,2570466,230,Ukraine,Saudi Arabia,Maize,Export Quantity,tonnes,30657316,2664,4191341.0,SAU,quantity,71733.0
242,2570662,230,Ukraine,Serbia,Maize,Export Quantity,tonnes,24187851,2321,17443.0,SRB,quantity,7.0
243,2570865,230,Ukraine,Seychelles,Maize,Export Quantity,tonnes,13266570,1252,3809.0,SYC,quantity,498.0
244,2571930,230,Ukraine,South Africa,Maize,Export Quantity,tonnes,24283372,2168,4533.0,ZAF,quantity,468.0
245,2572217,230,Ukraine,Spain,Maize,Export Quantity,tonnes,34583302,3326,7853214.0,ESP,quantity,2679600.0
246,2572474,230,Ukraine,Sri Lanka,Maize,Export Quantity,tonnes,11483172,1014,7106.0,LKA,quantity,164.0
247,2572957,230,Ukraine,Switzerland,Maize,Export Quantity,tonnes,31620093,2839,261652.0,CHE,quantity,12782.0
248,2573228,230,Ukraine,Syrian Arab Republic,Maize,Export Quantity,tonnes,22719006,2110,219149.0,SYR,quantity,21750.0
249,2573582,230,Ukraine,Thailand,Maize,Export Quantity,tonnes,14784132,1364,186436.0,THA,quantity,9965.0
250,2573865,230,Ukraine,Tunisia,Maize,Export Quantity,tonnes,11794382,1063,1004534.0,TUN,quantity,507588.0
251,2574836,230,Ukraine,United Arab Emirates,Maize,Export Quantity,tonnes,35507884,3117,539973.0,ARE,quantity,118299.0
252,2576658,230,Ukraine,Yemen,Maize,Export Quantity,tonnes,12035528,1048,702736.0,YEM,quantity,140.0
253,2035696,185,Russian Federation,Afghanistan,Wheat,Export Quantity,tonnes,7079058,618,587407.0,AFG,proportion,0.005769423925829961
254,2035761,185,Russian Federation,Albania,Wheat,Export Quantity,tonnes,13637420,1321,245700.0,ALB,proportion,0.6075579975579976
255,2549916,230,Ukraine,Albania,Wheat,Export Quantity,tonnes,13637420,1321,245700.0,ALB,proportion,0.09343101343101343
256,2035880,185,Russian Federation,Angola,Wheat,Export Quantity,tonnes,14750401,1304,579739.0,AGO,proportion,0.34438255835815773
257,2036587,185,Russian Federation,Armenia,Wheat,Export Quantity,tonnes,2036587,185,334864.0,ARM,proportion,1.0
258,2037675,185,Russian Federation,Azerbaijan,Wheat,Export Quantity,tonnes,9292808,805,1403540.0,AZE,proportion,0.9867955312994285
259,2037876,185,Russian Federation,Bangladesh,Wheat,Export Quantity,tonnes,13258968,1154,6014981.0,BGD,proportion,0.322670179673053
260,2551649,230,Ukraine,Bangladesh,Wheat,Export Quantity,tonnes,13258968,1154,6014981.0,BGD,proportion,0.251825400612238
261,2038546,185,Russian Federation,Belarus,Wheat,Export Quantity,tonnes,9031335,913,18802.0,BLR,proportion,0.8362408254441017
262,2552105,230,Ukraine,Belarus,Wheat,Export Quantity,tonnes,9031335,913,18802.0,BLR,proportion,0.06791830656313158
263,2039301,185,Russian Federation,Benin,Wheat,Export Quantity,tonnes,4592016,415,22502.0,BEN,proportion,0.9999111190116434
264,2552715,230,Ukraine,Benin,Wheat,Export Quantity,tonnes,4592016,415,22502.0,BEN,proportion,8.888098835659053e-05
265,2039715,185,Russian Federation,Brazil,Wheat,Export Quantity,tonnes,10627499,929,5912452.0,BRA,proportion,0.040179269108654075
266,2040048,185,Russian Federation,Bulgaria,Wheat,Export Quantity,tonnes,15714428,1479,26379.0,BGR,proportion,0.35551006482429204
267,2040096,185,Russian Federation,Burkina Faso,Wheat,Export Quantity,tonnes,2895573,253,163130.0,BFA,proportion,0.03861950591552749
268,2040106,185,Russian Federation,Burundi,Wheat,Export Quantity,tonnes,7006125,613,33806.0,BDI,proportion,0.506744364905638
269,2040112,185,Russian Federation,Cabo Verde,Wheat,Export Quantity,tonnes,6830388,606,12732.0,CPV,proportion,0.7854225573358466
270,2040205,185,Russian Federation,Cameroon,Wheat,Export Quantity,tonnes,4758447,412,815783.0,CMR,proportion,0.476229585563808
271,2041494,185,Russian Federation,"China, mainland",Wheat,Export Quantity,tonnes,17330876,1499,10369734.0,CHN,proportion,0.005498019524898132
272,2554586,230,Ukraine,"China, mainland",Wheat,Export Quantity,tonnes,17330876,1499,10369734.0,CHN,proportion,0.0005716636511601937
273,2041805,185,Russian Federation,Congo,Wheat,Export Quantity,tonnes,8233389,714,245269.0,COG,proportion,0.7512323204318524
274,2041997,185,Russian Federation,Côte d'Ivoire,Wheat,Export Quantity,tonnes,7035766,611,667338.0,CIV,proportion,0.09735396455769041
275,2042507,185,Russian Federation,Cyprus,Wheat,Export Quantity,tonnes,21194473,1841,77368.0,CYP,proportion,0.3223942715334505
276,2555660,230,Ukraine,Cyprus,Wheat,Export Quantity,tonnes,21194473,1841,77368.0,CYP,proportion,0.11637886464688244
277,2043023,185,Russian Federation,Democratic People's Republic of Korea,Wheat,Export Quantity,tonnes,3180173,285,50571.0,PRK,proportion,0.9887089438611062
278,2043061,185,Russian Federation,Democratic Republic of the Congo,Wheat,Export Quantity,tonnes,8647023,753,326329.0,COD,proportion,0.6098967606311422
279,2043844,185,Russian Federation,Egypt,Wheat,Export Quantity,tonnes,19272793,1665,13236015.0,EGY,proportion,0.623643521105106
280,2556955,230,Ukraine,Egypt,Wheat,Export Quantity,tonnes,19272793,1665,13236015.0,EGY,proportion,0.23233760312299434
281,2044358,185,Russian Federation,Ethiopia,Wheat,Export Quantity,tonnes,10624667,944,861383.0,ETH,proportion,0.060368036053648606
282,2557415,230,Ukraine,Ethiopia,Wheat,Export Quantity,tonnes,10624667,944,861383.0,ETH,proportion,0.20319184381395963
283,2044765,185,Russian Federation,Finland,Wheat,Export Quantity,tonnes,16463540,1761,122448.0,FIN,proportion,0.7193829217300405
284,2045276,185,Russian Federation,Gabon,Wheat,Export Quantity,tonnes,3330085,286,110982.0,GAB,proportion,0.11398244760411598
285,2045286,185,Russian Federation,Gambia,Wheat,Export Quantity,tonnes,5958105,526,87489.0,GMB,proportion,0.602361439723851
286,2045696,185,Russian Federation,Georgia,Wheat,Export Quantity,tonnes,11300316,991,615559.0,GEO,proportion,0.9558661314350047
287,2558510,230,Ukraine,Georgia,Wheat,Export Quantity,tonnes,11300316,991,615559.0,GEO,proportion,7.797790301173405e-05
288,2046264,185,Russian Federation,Germany,Wheat,Export Quantity,tonnes,41073866,4182,3944767.0,DEU,proportion,0.00011001917223501414
289,2559059,230,Ukraine,Germany,Wheat,Export Quantity,tonnes,41073866,4182,3944767.0,DEU,proportion,0.0018066973283846677
290,2046333,185,Russian Federation,Ghana,Wheat,Export Quantity,tonnes,10707277,934,803924.0,GHA,proportion,0.2897525139192262
291,2046697,185,Russian Federation,Greece,Wheat,Export Quantity,tonnes,27115708,2469,946595.0,GRC,proportion,0.15581637342263588
292,2559524,230,Ukraine,Greece,Wheat,Export Quantity,tonnes,27115708,2469,946595.0,GRC,proportion,0.09213655259112925
293,2046874,185,Russian Federation,Guinea,Wheat,Export Quantity,tonnes,11099671,962,350857.0,GIN,proportion,0.17100984161638502
294,2047838,185,Russian Federation,Indonesia,Wheat,Export Quantity,tonnes,13035281,1115,9688980.0,IDN,proportion,0.0003056049243573627
295,2560680,230,Ukraine,Indonesia,Wheat,Export Quantity,tonnes,13035281,1115,9688980.0,IDN,proportion,0.2805934164380564
296,2048123,185,Russian Federation,Iraq,Wheat,Export Quantity,tonnes,18027322,1813,21931.0,IRQ,proportion,0.0023710729104919974
297,2048680,185,Russian Federation,Israel,Wheat,Export Quantity,tonnes,22700681,1955,1636545.0,ISR,proportion,0.33065146390719474
298,2561573,230,Ukraine,Israel,Wheat,Export Quantity,tonnes,22700681,1955,1636545.0,ISR,proportion,0.17138178296349932
299,2049138,185,Russian Federation,Italy,Wheat,Export Quantity,tonnes,41102665,4026,7588303.0,ITA,proportion,0.012193108261491403
300,2562030,230,Ukraine,Italy,Wheat,Export Quantity,tonnes,41102665,4026,7588303.0,ITA,proportion,0.028887750001548435
301,2049678,185,Russian Federation,Jordan,Wheat,Export Quantity,tonnes,14286936,1255,1220301.0,JOR,proportion,0.23986950760509088
302,2562456,230,Ukraine,Jordan,Wheat,Export Quantity,tonnes,14286936,1255,1220301.0,JOR,proportion,0.18362436808623447
303,2050318,185,Russian Federation,Kazakhstan,Wheat,Export Quantity,tonnes,16866377,1478,524904.0,KAZ,proportion,0.998197765686678
304,2562726,230,Ukraine,Kazakhstan,Wheat,Export Quantity,tonnes,16866377,1478,524904.0,KAZ,proportion,0.00016955481383262462
305,2050438,185,Russian Federation,Kenya,Wheat,Export Quantity,tonnes,20224561,1780,1882666.0,KEN,proportion,0.31983208917566897
306,2562799,230,Ukraine,Kenya,Wheat,Export Quantity,tonnes,20224561,1780,1882666.0,KEN,proportion,0.0448534153163652
307,2051092,185,Russian Federation,Kyrgyzstan,Wheat,Export Quantity,tonnes,3395841,293,186433.0,KGZ,proportion,0.7033733298289466
308,2051574,185,Russian Federation,Latvia,Wheat,Export Quantity,tonnes,17684854,1516,954352.0,LVA,proportion,0.39280265562392075
309,2051756,185,Russian Federation,Lebanon,Wheat,Export Quantity,tonnes,17311764,1490,1219460.0,LBN,proportion,0.1306840732783363
310,2563611,230,Ukraine,Lebanon,Wheat,Export Quantity,tonnes,17311764,1490,1219460.0,LBN,proportion,0.5491471634985977
311,2051870,185,Russian Federation,Liberia,Wheat,Export Quantity,tonnes,5742794,495,35676.0,LBR,proportion,0.35317860746720486
312,2051911,185,Russian Federation,Libya,Wheat,Export Quantity,tonnes,14881928,1331,1132493.0,LBY,proportion,0.15072852547432963
313,2563894,230,Ukraine,Libya,Wheat,Export Quantity,tonnes,14881928,1331,1132493.0,LBY,proportion,0.4824842184455003
314,2052413,185,Russian Federation,Lithuania,Wheat,Export Quantity,tonnes,27020200,2489,325711.0,LTU,proportion,0.5219412301089003
315,2052542,185,Russian Federation,Madagascar,Wheat,Export Quantity,tonnes,4607603,404,69012.0,MDG,proportion,0.5216484089723527
316,2052554,185,Russian Federation,Malawi,Wheat,Export Quantity,tonnes,3625780,318,59309.0,MWI,proportion,0.7849398910789256
317,2052742,185,Russian Federation,Malaysia,Wheat,Export Quantity,tonnes,17622971,1523,1385213.0,MYS,proportion,0.03844029762931766
318,2564555,230,Ukraine,Malaysia,Wheat,Export Quantity,tonnes,17622971,1523,1385213.0,MYS,proportion,0.285294030593129
319,2052775,185,Russian Federation,Mali,Wheat,Export Quantity,tonnes,5054218,448,357121.0,MLI,proportion,0.38369348204110093
320,2052808,185,Russian Federation,Malta,Wheat,Export Quantity,tonnes,8762724,767,14074.0,MLT,proportion,0.4118232201222112
321,2052892,185,Russian Federation,Mauritania,Wheat,Export Quantity,tonnes,12690404,1095,695692.0,MRT,proportion,0.2272643641151544
322,2565086,230,Ukraine,Mauritania,Wheat,Export Quantity,tonnes,12690404,1095,695692.0,MRT,proportion,0.18128280905918137
323,2053106,185,Russian Federation,Mexico,Wheat,Export Quantity,tonnes,8651723,747,4117763.0,MEX,proportion,0.023323343281291323
324,2565231,230,Ukraine,Mexico,Wheat,Export Quantity,tonnes,8651723,747,4117763.0,MEX,proportion,0.007950918981981235
325,2053430,185,Russian Federation,Mongolia,Wheat,Export Quantity,tonnes,2053430,185,177705.0,MNG,proportion,1.0
326,2053680,185,Russian Federation,Morocco,Wheat,Export Quantity,tonnes,25860092,2239,5394037.0,MAR,proportion,0.07906619847064453
327,2565611,230,Ukraine,Morocco,Wheat,Export Quantity,tonnes,25860092,2239,5394037.0,MAR,proportion,0.17649841853142645
328,2053704,185,Russian Federation,Mozambique,Wheat,Export Quantity,tonnes,19729628,1729,928684.0,MOZ,proportion,0.37640144548630106
329,2565642,230,Ukraine,Mozambique,Wheat,Export Quantity,tonnes,19729628,1729,928684.0,MOZ,proportion,0.11144802753143157
330,2053773,185,Russian Federation,Namibia,Wheat,Export Quantity,tonnes,8442120,730,127843.0,NAM,proportion,0.6547405802429542
331,2054294,185,Russian Federation,Netherlands,Wheat,Export Quantity,tonnes,38083002,3740,3991241.0,NLD,proportion,0.0003645482695732981
332,2566211,230,Ukraine,Netherlands,Wheat,Export Quantity,tonnes,38083002,3740,3991241.0,NLD,proportion,0.005326664062631147
333,2054562,185,Russian Federation,Nicaragua,Wheat,Export Quantity,tonnes,5985765,509,184634.0,NIC,proportion,0.5546215756577878
334,2054648,185,Russian Federation,Nigeria,Wheat,Export Quantity,tonnes,20341684,1760,5902528.0,NGA,proportion,0.169102289730773
335,2055077,185,Russian Federation,Norway,Wheat,Export Quantity,tonnes,21606608,2030,285859.0,NOR,proportion,0.0768525741711823
336,2055111,185,Russian Federation,Oman,Wheat,Export Quantity,tonnes,9865963,862,653069.0,OMN,proportion,0.6570438958211153
337,2566932,230,Ukraine,Oman,Wheat,Export Quantity,tonnes,9865963,862,653069.0,OMN,proportion,0.03698077844760661
338,2055239,185,Russian Federation,Pakistan,Wheat,Export Quantity,tonnes,7254510,620,2850310.0,PAK,proportion,0.41156260196259353
339,2567039,230,Ukraine,Pakistan,Wheat,Export Quantity,tonnes,7254510,620,2850310.0,PAK,proportion,0.4366002294487266
340,2055782,185,Russian Federation,Philippines,Wheat,Export Quantity,tonnes,18370885,1574,6635837.0,PHL,proportion,0.08359804497910361
341,2567680,230,Ukraine,Philippines,Wheat,Export Quantity,tonnes,18370885,1574,6635837.0,PHL,proportion,0.09523531093364711
342,2056273,185,Russian Federation,Poland,Wheat,Export Quantity,tonnes,26473160,2713,790767.0,POL,proportion,0.0013265601624751664
343,2568261,230,Ukraine,Poland,Wheat,Export Quantity,tonnes,26473160,2713,790767.0,POL,proportion,0.00501791298827594
344,2056544,185,Russian Federation,Qatar,Wheat,Export Quantity,tonnes,16456012,1434,206589.0,QAT,proportion,0.39692335990783634
345,2568580,230,Ukraine,Qatar,Wheat,Export Quantity,tonnes,16456012,1434,206589.0,QAT,proportion,0.19657871425874562
346,2056891,185,Russian Federation,Republic of Korea,Wheat,Export Quantity,tonnes,15317702,1560,3417330.0,KOR ,proportion,0.024007339062952656
347,2568802,230,Ukraine,Republic of Korea,Wheat,Export Quantity,tonnes,15317702,1560,3417330.0,KOR ,proportion,0.09435699800721616
348,2057292,185,Russian Federation,Republic of Moldova,Wheat,Export Quantity,tonnes,8439257,862,4224.0,MDA,proportion,0.015151515151515152
349,2569218,230,Ukraine,Republic of Moldova,Wheat,Export Quantity,tonnes,8439257,862,4224.0,MDA,proportion,0.9346590909090909
350,2057498,185,Russian Federation,Romania,Wheat,Export Quantity,tonnes,21645727,2320,1430810.0,ROU,proportion,0.03924979557034128
351,2057526,185,Russian Federation,Rwanda,Wheat,Export Quantity,tonnes,6930104,605,70256.0,RWA,proportion,0.9235225461170576
352,2057642,185,Russian Federation,Saudi Arabia,Wheat,Export Quantity,tonnes,22714211,1939,3109470.0,SAU,proportion,0.07928039183526453
353,2570522,230,Ukraine,Saudi Arabia,Wheat,Export Quantity,tonnes,22714211,1939,3109470.0,SAU,proportion,0.02063341984325303
354,2057704,185,Russian Federation,Senegal,Wheat,Export Quantity,tonnes,5985689,507,599509.0,SEN,proportion,0.5656595647438154
355,2057993,185,Russian Federation,Serbia,Wheat,Export Quantity,tonnes,22190178,2139,56380.0,SRB,proportion,0.001897836112096488
356,2570750,230,Ukraine,Serbia,Wheat,Export Quantity,tonnes,22190178,2139,56380.0,SRB,proportion,0.00039020929407591345
357,2058767,185,Russian Federation,Somalia,Wheat,Export Quantity,tonnes,8398530,740,75414.0,SOM,proportion,0.39316307316943805
358,2571831,230,Ukraine,Somalia,Wheat,Export Quantity,tonnes,8398530,740,75414.0,SOM,proportion,0.5304054950009283
359,2058967,185,Russian Federation,South Africa,Wheat,Export Quantity,tonnes,20335107,1691,2174258.0,ZAF,proportion,0.25489569315141075
360,2572010,230,Ukraine,South Africa,Wheat,Export Quantity,tonnes,20335107,1691,2174258.0,ZAF,proportion,0.02759884061597106
361,2059388,185,Russian Federation,Spain,Wheat,Export Quantity,tonnes,32285100,3023,3321765.0,ESP,proportion,0.0064691511892021256
362,2572413,230,Ukraine,Spain,Wheat,Export Quantity,tonnes,32285100,3023,3321765.0,ESP,proportion,0.11217771275210618
363,2059508,185,Russian Federation,Sri Lanka,Wheat,Export Quantity,tonnes,11661076,1014,1290215.0,LKA,proportion,0.32185333452176573
364,2572520,230,Ukraine,Sri Lanka,Wheat,Export Quantity,tonnes,11661076,1014,1290215.0,LKA,proportion,0.08901927198180148
365,2059557,185,Russian Federation,Sudan,Wheat,Export Quantity,tonnes,9927488,863,2429207.0,SDN,proportion,0.5489071124856795
366,2572545,230,Ukraine,Sudan,Wheat,Export Quantity,tonnes,9927488,863,2429207.0,SDN,proportion,0.04509660971666885
367,2060228,185,Russian Federation,Switzerland,Wheat,Export Quantity,tonnes,29812250,2988,477341.0,CHE,proportion,0.11508963194026911
368,2573123,230,Ukraine,Switzerland,Wheat,Export Quantity,tonnes,29812250,2988,477341.0,CHE,proportion,0.02267561345034263
369,2060778,185,Russian Federation,Tajikistan,Wheat,Export Quantity,tonnes,3410087,293,1026041.0,TJK,proportion,0.005262947582016703
370,2061042,185,Russian Federation,Thailand,Wheat,Export Quantity,tonnes,20914235,1794,3050410.0,THA,proportion,0.10266062594864298
371,2573685,230,Ukraine,Thailand,Wheat,Export Quantity,tonnes,20914235,1794,3050410.0,THA,proportion,0.18471254683796604
372,2061060,185,Russian Federation,Togo,Wheat,Export Quantity,tonnes,3664072,318,110008.0,TGO,proportion,0.6363173587375464
373,2061212,185,Russian Federation,Tunisia,Wheat,Export Quantity,tonnes,17759256,1556,1995270.0,TUN,proportion,0.05576538513584628
374,2573907,230,Ukraine,Tunisia,Wheat,Export Quantity,tonnes,17759256,1556,1995270.0,TUN,proportion,0.4931743573551449
375,2061638,185,Russian Federation,Turkey,Wheat,Export Quantity,tonnes,32865443,3216,10801100.0,TUR,proportion,0.7314579070650211
376,2574362,230,Ukraine,Turkey,Wheat,Export Quantity,tonnes,32865443,3216,10801100.0,TUR,proportion,0.09293127551823425
377,2061948,185,Russian Federation,Turkmenistan,Wheat,Export Quantity,tonnes,3411982,293,70278.0,TKM,proportion,0.2455391445402544
378,2061987,185,Russian Federation,Uganda,Wheat,Export Quantity,tonnes,10447742,1078,455201.0,UGA,proportion,0.4223738524300254
379,2062570,185,Russian Federation,Ukraine,Wheat,Export Quantity,tonnes,15061142,1544,47940.0,UKR,proportion,0.23633708802670003
380,2062807,185,Russian Federation,United Arab Emirates,Wheat,Export Quantity,tonnes,18051543,1561,1297235.0,ARE,proportion,0.5199967623445251
381,2574968,230,Ukraine,United Arab Emirates,Wheat,Export Quantity,tonnes,18051543,1561,1297235.0,ARE,proportion,0.008548952194475172
382,2063278,185,Russian Federation,United Republic of Tanzania,Wheat,Export Quantity,tonnes,15051335,1311,990078.0,TZA,proportion,0.7079351323835091
383,2575545,230,Ukraine,United Republic of Tanzania,Wheat,Export Quantity,tonnes,15051335,1311,990078.0,TZA,proportion,0.04708719919036682
384,2064297,185,Russian Federation,Uzbekistan,Wheat,Export Quantity,tonnes,5554734,565,2955007.0,UZB,proportion,0.004772239118215287
385,2064649,185,Russian Federation,Viet Nam,Wheat,Export Quantity,tonnes,15766598,1520,2993862.0,VNM,proportion,0.1551146980054525
386,2576632,230,Ukraine,Viet Nam,Wheat,Export Quantity,tonnes,15766598,1520,2993862.0,VNM,proportion,0.08966779363911898
387,2064721,185,Russian Federation,Yemen,Wheat,Export Quantity,tonnes,13035970,1132,3044866.0,YEM,proportion,0.26145748285803055
388,2576680,230,Ukraine,Yemen,Wheat,Export Quantity,tonnes,13035970,1132,3044866.0,YEM,proportion,0.23260432478802023
389,2549973,230,Ukraine,Algeria,Wheat,Export Quantity,tonnes,24433656,2129,7053568.0,DZA,proportion,0.0007655699923783254
390,2551039,230,Ukraine,Austria,Wheat,Export Quantity,tonnes,23470317,2585,1082716.0,AUT,proportion,0.00022720639576768054
391,2553436,230,Ukraine,Cambodia,Wheat,Export Quantity,tonnes,8396934,744,2697.0,KHM,proportion,0.1353355580274379
392,2554196,230,Ukraine,"China, Hong Kong SAR",Wheat,Export Quantity,tonnes,10221048,1008,4517.0,HKG,proportion,0.20035421740092982
393,2554735,230,Ukraine,"China, Taiwan Province of",Wheat,Export Quantity,tonnes,14635883,1252,1280640.0,TWN,proportion,0.006481134432783608
394,2556011,230,Ukraine,Czechia,Wheat,Export Quantity,tonnes,19672708,1969,137197.0,CZE,proportion,0.00045919371414826856
395,2556452,230,Ukraine,Djibouti,Wheat,Export Quantity,tonnes,7276873,644,53439.0,DJI,proportion,0.32027171167125135
396,2556704,230,Ukraine,Ecuador,Wheat,Export Quantity,tonnes,7575081,673,1183963.0,ECU,proportion,0.027565050597020347
397,2557337,230,Ukraine,Estonia,Wheat,Export Quantity,tonnes,10031537,867,17152.0,EST,proportion,0.35855876865671643
398,2562885,230,Ukraine,Kuwait,Wheat,Export Quantity,tonnes,10489503,908,488188.0,KWT,proportion,0.0007107917441641335
399,2563052,230,Ukraine,Lao People's Democratic Republic,Wheat,Export Quantity,tonnes,2563052,230,3070.0,LAO,proportion,1.0
400,2565677,230,Ukraine,Myanmar,Wheat,Export Quantity,tonnes,13103507,1205,443792.0,MMR,proportion,0.11049320402350651
401,2566219,230,Ukraine,New Caledonia,Wheat,Export Quantity,tonnes,5838041,511,26538.0,NCL,proportion,0.03711658753485568
402,2566421,230,Ukraine,New Zealand,Wheat,Export Quantity,tonnes,3911978,340,371709.0,NZL,proportion,0.001084181443010527
403,2575435,230,Ukraine,United Kingdom of Great Britain and Northern Ireland,Wheat,Export Quantity,tonnes,44007131,4346,2173046.0,GBR,proportion,0.013355446686356387
404,2036341,185,Russian Federation,Armenia,Maize,Export Quantity,tonnes,7788083,669,43107.0,ARM,proportion,0.9863363258867469
405,2037076,185,Russian Federation,Austria,Maize,Export Quantity,tonnes,34217430,3522,1123635.0,AUT,proportion,2.669906152798729e-06
406,2550841,230,Ukraine,Austria,Maize,Export Quantity,tonnes,34217430,3522,1123635.0,AUT,proportion,2.669906152798729e-05
407,2037476,185,Russian Federation,Azerbaijan,Maize,Export Quantity,tonnes,19938185,1843,48177.0,AZE,proportion,0.941133736015111
408,2551200,230,Ukraine,Azerbaijan,Maize,Export Quantity,tonnes,19938185,1843,48177.0,AZE,proportion,0.0011831371816426925
409,2038234,185,Russian Federation,Belarus,Maize,Export Quantity,tonnes,25465963,2309,87062.0,BLR,proportion,0.23745147136523398
410,2551920,230,Ukraine,Belarus,Maize,Export Quantity,tonnes,25465963,2309,87062.0,BLR,proportion,0.653017389906044
411,2039889,185,Russian Federation,Bulgaria,Maize,Export Quantity,tonnes,27130755,2596,36580.0,BGR,proportion,0.0032804811372334607
412,2553103,230,Ukraine,Bulgaria,Maize,Export Quantity,tonnes,27130755,2596,36580.0,BGR,proportion,0.009267359212684527
413,2041231,185,Russian Federation,"China, mainland",Maize,Export Quantity,tonnes,22680805,1918,15025884.0,CHN,proportion,0.013476944185114166
414,2554390,230,Ukraine,"China, mainland",Maize,Export Quantity,tonnes,22680805,1918,15025884.0,CHN,proportion,0.5132816811310402
415,2042382,185,Russian Federation,Cyprus,Maize,Export Quantity,tonnes,22406486,1937,315885.0,CYP,proportion,0.020906342498061004
416,2555509,230,Ukraine,Cyprus,Maize,Export Quantity,tonnes,22406486,1937,315885.0,CYP,proportion,0.13350428162147618
417,2043246,185,Russian Federation,Denmark,Maize,Export Quantity,tonnes,35208361,3498,208532.0,DNK,proportion,0.011988567701839526
418,2043737,185,Russian Federation,Egypt,Maize,Export Quantity,tonnes,21312652,2052,10751064.0,EGY,proportion,6.976053718962142e-05
419,2556831,230,Ukraine,Egypt,Maize,Export Quantity,tonnes,21312652,2052,10751064.0,EGY,proportion,0.2719614542337391
420,2044087,185,Russian Federation,Estonia,Maize,Export Quantity,tonnes,24134647,2244,38544.0,EST,proportion,0.0017123287671232876
421,2557178,230,Ukraine,Estonia,Maize,Export Quantity,tonnes,24134647,2244,38544.0,EST,proportion,0.01029991697799917
422,2044573,185,Russian Federation,Finland,Maize,Export Quantity,tonnes,23948915,2209,23797.0,FIN,proportion,0.3213850485355297
423,2557535,230,Ukraine,Finland,Maize,Export Quantity,tonnes,23948915,2209,23797.0,FIN,proportion,0.013194940538723368
424,2045499,185,Russian Federation,Georgia,Maize,Export Quantity,tonnes,19114405,1778,186145.0,GEO,proportion,0.9750194740659164
425,2558344,230,Ukraine,Georgia,Maize,Export Quantity,tonnes,19114405,1778,186145.0,GEO,proportion,0.018179376292675065
426,2045993,185,Russian Federation,Germany,Maize,Export Quantity,tonnes,51898001,5154,3840499.0,DEU,proportion,0.004790783697639291
427,2558796,230,Ukraine,Germany,Maize,Export Quantity,tonnes,51898001,5154,3840499.0,DEU,proportion,0.08292490116518712
428,2046516,185,Russian Federation,Greece,Maize,Export Quantity,tonnes,26684388,2436,741862.0,GRC,proportion,0.02054560012509065
429,2047118,185,Russian Federation,Hungary,Maize,Export Quantity,tonnes,33681065,3486,123729.0,HUN,proportion,0.00030712282488341456
430,2559961,230,Ukraine,Hungary,Maize,Export Quantity,tonnes,33681065,3486,123729.0,HUN,proportion,0.20739681077192898
431,2049338,185,Russian Federation,Japan,Maize,Export Quantity,tonnes,37704678,3548,14816461.0,JPN,proportion,0.004847648841379868
432,2562178,230,Ukraine,Japan,Maize,Export Quantity,tonnes,37704678,3548,14816461.0,JPN,proportion,3.1721475188980687e-06
